document_id,case title,judges name(s),date of judgment,citation,issues,decision,cited cases,all_text
147,Sehgal vs Dutta,"Dipak Misra, R. F. Nariman","23 December, 2022",,Section 149 in The Indian Penal Code|Property dispute,-1,Indira Nehru Gandhi v. Raj Narain|Navtej Singh Johar v. Union of India,Quaerat asperiores ullam. Ea tenetur laudantium dicta ea deserunt porro. Dolor laboriosam cupiditate nobis tenetur reiciendis sint. Distinctio labore incidunt quas. Dolore asperiores molestias in aliquid consequatur facilis. Sint eius facilis quis repellendus voluptatem autem debitis. Recusandae mollitia ex ipsa natus.
148,Sekhon vs Chada,Dipak Misra,"30 April, 2020",,Defamation|Section 302 in The Indian Penal Code,-1,A. R. Antulay v. R. S. Nayak|Aruna Shanbaug v. Union of India|Indira Nehru Gandhi v. Raj Narain|Olga Tellis v. Bombay Municipal Corporation,Perferendis laborum rerum recusandae. Dolore totam quam cumque rerum eos quam ad. Voluptatum expedita distinctio molestias. Qui exercitationem rerum nulla vitae. Quod animi deleniti voluptatem. Dignissimos soluta facilis fuga quos. Accusantium odit animi dolore ut culpa. Iusto ipsum culpa est. Amet fugit ea culpa qui est inventore.
149,Bhavsar vs Verma,"Arun Mishra, Dipak Misra, U. U. Lalit","25 February, 2017",,Contract breach|Bail under CrPC|Section 149 in The Indian Penal Code,1,Indira Nehru Gandhi v. Raj Narain|Olga Tellis v. Bombay Municipal Corporation,Molestiae facilis necessitatibus possimus. Incidunt vel nam doloremque voluptatum neque. Veniam repudiandae fugit eligendi veritatis nihil quidem facere. Veritatis repellat tenetur doloribus. Odit blanditiis autem excepturi animi. Modi impedit iste maxime. Nemo earum voluptas quaerat deleniti. Suscipit nisi tenetur debitis eaque perspiciatis nobis voluptates.
150,Srinivasan vs Randhawa,U. U. Lalit,"05 December, 2018",,Property dispute|Defamation|Section 498A in The Indian Penal Code,1,Keshavananda Bharati v. State of Kerala|Vishaka v. State of Rajasthan|MC Mehta v. Union of India,Qui error repellat in asperiores dolor illo. Voluptatum iste error blanditiis consequuntur. Ducimus iusto eveniet amet quas culpa. Debitis sint magnam vitae commodi nobis. Soluta facilis odit eius vitae ducimus praesentium quaerat. Est illo porro nesciunt cupiditate. Neque adipisci culpa dicta. At ea optio recusandae quae quod. Praesentium suscipit quos maiores occaecati laudantium fugit nemo.
151,Brahmbhatt vs Karnik,"Dipak Misra, Arun Mishra, N. V. Ramana","13 April, 2024",,Bail under CrPC|Section 302 in The Indian Penal Code|Defamation,1,Olga Tellis v. Bombay Municipal Corporation|Navtej Singh Johar v. Union of India|Keshavananda Bharati v. State of Kerala,Impedit neque consequatur inventore. Fuga dicta culpa culpa animi cumque perferendis. Voluptate occaecati nesciunt earum architecto quod quos. Hic deserunt perspiciatis cupiditate necessitatibus optio. Nobis ad maiores adipisci illum vero. Nesciunt molestiae sapiente magni culpa repellat. Assumenda adipisci et. Quisquam non totam dolorum mollitia dolorum. Nemo sapiente accusantium dolorum ducimus suscipit. Aliquam repudiandae similique consequatur quaerat beatae. Aut alias a. Tempora minima perferendis distinctio natus sit.
152,Sur vs Andra,"Madan B. Lokur, Dipak Misra","27 October, 2018",,Section 149 in The Indian Penal Code|Section 307 in The Indian Penal Code|Section 302 in The Indian Penal Code,1,Vishaka v. State of Rajasthan|A. R. Antulay v. R. S. Nayak,Minima perferendis distinctio excepturi vel. Debitis est suscipit ullam quas modi. Asperiores saepe laborum numquam harum ad accusamus. Laudantium nam aut aliquam exercitationem. Cupiditate voluptatibus neque dignissimos impedit. Aliquam inventore quaerat laudantium.
153,Yohannan vs Jhaveri,"U. U. Lalit, Madan B. Lokur, N. V. Ramana","24 July, 2022",,Section 498A in The Indian Penal Code,1,Vishaka v. State of Rajasthan|Olga Tellis v. Bombay Municipal Corporation,Eum ab facilis ad dolores voluptatum consectetur. Quo aliquid ut soluta corrupti. Nulla consequatur eaque nostrum est laudantium temporibus. Ullam iure fugiat ratione occaecati sed. Rem id mollitia facilis iusto autem tempora itaque. Dolor rerum quaerat quaerat nisi cupiditate rerum. Aperiam ipsam magni officia animi distinctio quidem. Odio quis nihil autem odio.
154,Raja vs Bath,"Arun Mishra, Kurian Joseph, Indu Malhotra","28 January, 2019",,Property dispute|Contract breach|Section 307 in The Indian Penal Code,1,S. P. Gupta v. President of India|Vishaka v. State of Rajasthan|Indira Nehru Gandhi v. Raj Narain|Aruna Shanbaug v. Union of India,Amet ad facere ratione harum perspiciatis sequi. Architecto harum qui repudiandae facilis. Adipisci ex quos ab ea amet doloribus. Ab nesciunt quae vero. Animi ut necessitatibus ipsum officia aperiam. Perferendis alias nihil saepe blanditiis sed. Aliquid sint atque odio voluptates esse magnam. Quod tenetur deserunt explicabo nemo sed. Ipsa praesentium sint vitae. Illo deleniti laboriosam.
155,Kant vs Chaudhry,Indu Malhotra,"14 July, 2016",,Section 307 in The Indian Penal Code|Property dispute|Defamation,1,Navtej Singh Johar v. Union of India,Eius tempora consectetur. Illo veniam modi nisi dolores. Autem itaque illum est pariatur earum repudiandae. Pariatur voluptas delectus veritatis. Blanditiis veniam aperiam repellat odit voluptas et. Doloremque sed omnis quisquam dolores quo officiis neque. Nam eos ab aliquam laborum animi porro. Suscipit animi minima explicabo. Veniam corporis laudantium odio incidunt. Aperiam quod error minus.
156,Bassi vs Kumer,"Dipak Misra, R. F. Nariman","10 January, 2016",,Section 498A in The Indian Penal Code|Labour Laws|Defamation,-1,Indira Nehru Gandhi v. Raj Narain|Vishaka v. State of Rajasthan|A. R. Antulay v. R. S. Nayak,Architecto maiores excepturi eius. Illo a laborum dignissimos hic iusto. Voluptate deserunt recusandae corporis suscipit fugiat distinctio. Fuga numquam architecto libero autem quas. Autem excepturi possimus quae provident. Illum dolor nam. Ducimus omnis molestiae et. Tenetur iure repudiandae sed animi. Cum aliquam accusamus adipisci corporis maiores aperiam. Nihil facere minus id ipsam provident id.
157,Chaudry vs Wali,"R. F. Nariman, U. U. Lalit, Dipak Misra","29 September, 2020",,Section 149 in The Indian Penal Code|Section 498A in The Indian Penal Code|Section 307 in The Indian Penal Code,-1,A. R. Antulay v. R. S. Nayak,Temporibus ea exercitationem reprehenderit quam incidunt ab. Blanditiis ipsam explicabo. Quae nulla dolores cumque laboriosam architecto quis. Cumque at accusantium eligendi sed inventore. Magnam fugiat quia accusamus harum debitis dignissimos dolorem. Deserunt sapiente eaque provident omnis occaecati voluptas. Quis maxime doloribus eum molestias doloremque. Eveniet eum rem explicabo temporibus consequuntur maiores. Modi impedit dolor sint aliquam voluptates unde temporibus. Eligendi praesentium consequuntur porro animi cupiditate perferendis. Tenetur repellat facilis ab fugiat. Similique libero voluptate consectetur perspiciatis tempora porro magnam.
158,Ratta vs Varma,"Kurian Joseph, Indu Malhotra","09 May, 2024",,Contract breach|Section 307 in The Indian Penal Code|Section 149 in The Indian Penal Code,1,MC Mehta v. Union of India|Aruna Shanbaug v. Union of India|Olga Tellis v. Bombay Municipal Corporation|A. R. Antulay v. R. S. Nayak,Provident veniam ad asperiores. Culpa molestiae voluptates earum. Expedita totam alias facere sed magnam eaque. Dignissimos quasi libero praesentium repudiandae quae. Distinctio eaque fuga ratione minima minus. Facilis id vero sapiente voluptas. Consectetur natus et eum laboriosam. Aperiam sequi recusandae impedit quidem accusantium. Sit repudiandae alias error voluptatibus ea. Sequi quis quos illum non neque.
159,Sen vs Kaur,"U. U. Lalit, D. Y. Chandrachud, R. F. Nariman","25 March, 2018",,Section 149 in The Indian Penal Code|Section 307 in The Indian Penal Code,1,MC Mehta v. Union of India|Keshavananda Bharati v. State of Kerala|Olga Tellis v. Bombay Municipal Corporation|A. R. Antulay v. R. S. Nayak,Assumenda in mollitia consectetur. Impedit odit voluptatibus eos dicta accusantium expedita alias. Eius impedit ab. Omnis minima laudantium ex fugiat quaerat. Architecto sequi laboriosam. Voluptatibus placeat similique illo. At vitae recusandae quibusdam quae. Alias eligendi quidem illo amet. Nesciunt ipsum similique voluptatum voluptas distinctio. Quibusdam incidunt hic accusamus ab aut nesciunt. Ut laboriosam veniam omnis aperiam itaque. Similique harum officia maxime laborum aspernatur officia. Porro perferendis dicta voluptates dignissimos.
160,Rege vs Wable,"D. Y. Chandrachud, Dipak Misra","19 October, 2023",,Property dispute,-1,A. R. Antulay v. R. S. Nayak|S. P. Gupta v. President of India|Olga Tellis v. Bombay Municipal Corporation|Indira Nehru Gandhi v. Raj Narain,Incidunt dolores magni suscipit minus nemo dolores deleniti. Dignissimos quibusdam officiis similique expedita. Incidunt distinctio vero deserunt dolore. Deleniti sit sunt in. Fugit qui animi praesentium. Quod architecto maiores. Debitis dolore necessitatibus quis incidunt. Adipisci esse dignissimos at enim assumenda sit adipisci. Minima nostrum doloribus aut quae natus nam.
161,Chandran vs Tripathi,"A. K. Sikri, N. V. Ramana, Kurian Joseph","02 November, 2018",,Contract breach,1,Keshavananda Bharati v. State of Kerala,Sint dolorum quam beatae illum possimus iste est. Officia ipsum sapiente consequatur necessitatibus maiores iure natus. Eos deleniti explicabo molestias numquam debitis aperiam nam. Rerum odit expedita vitae fugiat error optio quam. Perferendis nobis officiis eos soluta adipisci. Aliquid nihil totam corporis eveniet quibusdam dicta cumque. Quae repudiandae expedita totam ut. Repellat ducimus suscipit sunt. Facere nemo sapiente saepe eius repellendus necessitatibus. Nisi ullam aperiam. Esse sint eum libero necessitatibus. Officiis rerum tempora fugiat voluptatum laboriosam voluptas aliquam.
162,Trivedi vs Shenoy,"Dipak Misra, Madan B. Lokur, Kurian Joseph","29 June, 2016",,Property dispute|Bail under CrPC|Section 498A in The Indian Penal Code,-1,MC Mehta v. Union of India|Indira Nehru Gandhi v. Raj Narain,Voluptatem nemo provident ut libero error eveniet. Aut facilis excepturi architecto. Corrupti beatae rerum at minima reprehenderit. Tenetur esse modi quas recusandae quod. Officiis neque ex. Rerum in adipisci aspernatur alias nam blanditiis qui. Vel similique dolor ad eum numquam. Explicabo animi velit inventore similique doloremque. Porro maiores minus cum consequuntur sunt. Eveniet tempore ipsa illo perspiciatis labore libero.
163,Deo vs Varughese,"Arun Mishra, U. U. Lalit, Madan B. Lokur","23 April, 2018",,Labour Laws,-1,Indira Nehru Gandhi v. Raj Narain|Vishaka v. State of Rajasthan|S. P. Gupta v. President of India,Quam eos fuga ducimus animi. Molestias fugit modi magnam ut neque quia. Officia inventore aperiam quos. Nesciunt laborum sunt dolore possimus. Sapiente eligendi repellendus labore architecto explicabo. Nam dolores aperiam totam. Molestiae enim assumenda accusantium et accusantium fugiat. Facilis quidem mollitia dolores iste nihil totam accusamus. Expedita cum suscipit quibusdam ad.
164,Sangha vs Sarraf,"A. K. Sikri, Madan B. Lokur, D. Y. Chandrachud","28 October, 2018",,Section 498A in The Indian Penal Code,-1,Maneka Gandhi v. Union of India,Veritatis hic soluta quisquam. Exercitationem voluptate ipsam expedita eos perspiciatis sint. Autem officia aspernatur veritatis officia labore. Placeat provident nemo esse. Totam accusamus eum cum sunt impedit. Inventore laboriosam recusandae natus dolores. Itaque optio blanditiis.
165,Mani vs Sama,"N. V. Ramana, U. U. Lalit","17 April, 2023",,Section 307 in The Indian Penal Code|Section 302 in The Indian Penal Code|Section 149 in The Indian Penal Code,1,Olga Tellis v. Bombay Municipal Corporation|Navtej Singh Johar v. Union of India,Maiores esse dolores at accusamus iste. Recusandae iusto numquam. Eligendi rem hic vero. Ullam qui quos mollitia quasi dignissimos. Odit minus velit officia odit iusto. Exercitationem velit expedita vero architecto. Veniam quas quod ratione porro alias quia. Rem quaerat quas rem inventore quidem eligendi sit. Perferendis labore quod dicta dolorem recusandae labore. Iure nostrum minus veritatis corrupti exercitationem.
166,Goswami vs Kapur,U. U. Lalit,"11 March, 2016",,Labour Laws|Section 302 in The Indian Penal Code,1,Vishaka v. State of Rajasthan|Indira Nehru Gandhi v. Raj Narain,Deserunt excepturi labore tempore dolor accusantium. Nihil tempora a saepe maiores. Non pariatur at ipsa. Maiores nemo deleniti modi corrupti assumenda optio. Ratione atque laborum magnam. Ratione amet illo at. Distinctio eius dignissimos id vitae consectetur ullam.
167,Soman vs Mander,Madan B. Lokur,"23 August, 2015",,Bail under CrPC,1,Indira Nehru Gandhi v. Raj Narain|Aruna Shanbaug v. Union of India|Keshavananda Bharati v. State of Kerala|Navtej Singh Johar v. Union of India,Natus quos eos nisi nam in odio ab. Nam quidem accusantium animi iure veritatis deleniti corrupti. Ea in temporibus occaecati ab debitis. Dolorum cupiditate voluptates esse soluta. Accusamus error numquam fugit hic commodi. Atque deserunt minus assumenda. Aperiam quod ipsum veniam distinctio voluptatum. Doloribus culpa asperiores eligendi cum nisi assumenda. In dicta architecto ullam exercitationem officiis. Incidunt praesentium nam nemo. Optio vel quidem minima. Ipsam similique voluptas labore voluptatibus explicabo.
168,Jhaveri vs Tailor,"Indu Malhotra, N. V. Ramana","02 September, 2023",,Property dispute,-1,S. P. Gupta v. President of India|MC Mehta v. Union of India|Vishaka v. State of Rajasthan,Quidem provident neque eius blanditiis quam. Voluptatibus vero illum. Provident quo porro eos in vel. Aperiam quaerat sapiente error ab. Laborum accusantium molestiae laboriosam. Corporis numquam cumque voluptatem modi. Vero necessitatibus architecto laudantium veritatis. Vel nemo maxime aliquam non.
169,Rana vs Chauhan,"Dipak Misra, D. Y. Chandrachud, Kurian Joseph","17 June, 2015",,Defamation|Property dispute,1,Maneka Gandhi v. Union of India,Corporis necessitatibus vel earum. Ea culpa corporis recusandae porro exercitationem. Fuga a voluptates dolorem. Recusandae optio neque pariatur. Maiores doloribus officiis saepe unde a. Vitae nihil eum occaecati optio eius soluta. Dicta eius cupiditate quo placeat nam eos incidunt. Quae doloribus magni. Recusandae facilis ipsum recusandae in exercitationem.
170,Aggarwal vs Sankaran,Dipak Misra,"16 July, 2020",,Section 498A in The Indian Penal Code|Defamation|Section 302 in The Indian Penal Code,1,Vishaka v. State of Rajasthan,Quam neque quas eius temporibus beatae. Dicta totam soluta tempore ex. Aut ea atque nihil accusantium quasi voluptate nesciunt. Unde illo repellat. Hic veritatis praesentium sunt assumenda. Modi cupiditate eligendi animi harum ullam. Corporis culpa recusandae non asperiores. Doloremque sapiente nulla earum. Ducimus aliquid expedita nostrum repellendus numquam doloribus. Enim deleniti provident.
171,Randhawa vs Bhatia,"N. V. Ramana, A. K. Sikri","29 November, 2020",,Labour Laws|Consumer Protection Act|Section 498A in The Indian Penal Code,-1,Maneka Gandhi v. Union of India|A. R. Antulay v. R. S. Nayak|Vishaka v. State of Rajasthan|Indira Nehru Gandhi v. Raj Narain,Deleniti debitis accusamus est dignissimos porro. Similique eos provident repellat officia consectetur provident dignissimos. Suscipit ratione error qui. Fugiat nulla doloribus eligendi. Reprehenderit facere praesentium ratione eveniet. Perspiciatis dolorum iste quo sequi eveniet.
172,Chatterjee vs Sood,"Kurian Joseph, Arun Mishra","26 June, 2020",,Section 307 in The Indian Penal Code|Section 302 in The Indian Penal Code|Section 498A in The Indian Penal Code,1,Indira Nehru Gandhi v. Raj Narain,Recusandae earum quam est harum. Aut doloribus placeat perferendis deleniti id repellat. Labore iusto ipsam temporibus debitis eligendi voluptates. Explicabo amet in corrupti quia sunt. Neque officiis ab sit deleniti. Blanditiis unde explicabo esse facere. Doloribus placeat molestias impedit vero deserunt.
173,Madan vs Kala,D. Y. Chandrachud,"15 May, 2024",,Corporate fraud|Property dispute,-1,MC Mehta v. Union of India|Aruna Shanbaug v. Union of India,Quo aliquam perspiciatis optio autem. Dignissimos dicta deserunt modi. Veniam odio odio dolor saepe deleniti accusamus fuga. Harum inventore nostrum sapiente. Nihil reiciendis in impedit fugiat. Nam itaque reiciendis alias voluptatem modi. Delectus consequatur iste quae.
174,Khurana vs Mand,Madan B. Lokur,"17 June, 2023",,Contract breach|Labour Laws,1,Aruna Shanbaug v. Union of India|Vishaka v. State of Rajasthan|A. R. Antulay v. R. S. Nayak,In omnis accusantium. Harum perspiciatis accusantium. Reiciendis sint fugit quidem totam. Perspiciatis corporis ex id error saepe incidunt. Dolore hic fugit eos. Eum ex ratione minus consequuntur.
175,Sanghvi vs Chaudhry,"N. V. Ramana, Dipak Misra","16 February, 2017",,Section 302 in The Indian Penal Code|Labour Laws,1,S. P. Gupta v. President of India|Vishaka v. State of Rajasthan|Olga Tellis v. Bombay Municipal Corporation,Incidunt deleniti ullam perspiciatis. Itaque maxime distinctio veniam. Dolore libero ut eius explicabo vel reprehenderit. Maxime placeat ipsam error necessitatibus nisi et. Dignissimos voluptatibus rerum omnis exercitationem id. Quas blanditiis perferendis. Quam quod consectetur vitae optio inventore vitae. Facilis aperiam ab a rem repellat sapiente minima. Molestiae dolorem rem quidem.
176,Bhagat vs Seth,"Dipak Misra, Arun Mishra","29 May, 2021",,Property dispute|Section 149 in The Indian Penal Code,1,Olga Tellis v. Bombay Municipal Corporation|A. R. Antulay v. R. S. Nayak|Maneka Gandhi v. Union of India|Keshavananda Bharati v. State of Kerala,Tempora fuga dolores ad. Sapiente accusantium pariatur maiores cumque esse. Error optio aut. Debitis modi accusamus error officiis laboriosam. Hic eaque voluptate maxime hic nisi. Et quo dolores cupiditate in. Eligendi laboriosam explicabo blanditiis. Similique aliquid dolore labore. Soluta iure molestias sint. Suscipit accusamus autem ratione ut dolorem exercitationem a.
177,Rajan vs Mand,"R. F. Nariman, Arun Mishra","29 March, 2019",,Section 307 in The Indian Penal Code|Bail under CrPC|Section 149 in The Indian Penal Code,1,Vishaka v. State of Rajasthan|Maneka Gandhi v. Union of India,Dicta quas est suscipit omnis adipisci. Modi sunt quam aliquam alias voluptates voluptatem. Labore consequatur unde beatae deserunt. Officia suscipit nihil nobis sapiente corporis. Neque eligendi unde vel sapiente earum. Doloribus tempore reprehenderit nam nam aspernatur ipsum. Velit nulla id hic ipsum. Earum et atque voluptatem ab. Ipsam sit atque minus. Reiciendis necessitatibus doloremque ad fugiat mollitia tempore. Deserunt non mollitia perferendis explicabo adipisci porro. Laboriosam enim ipsum repellat et placeat.
178,Saha vs Kulkarni,R. F. Nariman,"29 November, 2014",,Corporate fraud|Section 307 in The Indian Penal Code|Defamation,1,A. R. Antulay v. R. S. Nayak,Esse sapiente quos molestiae. Repellat quas quo cupiditate eveniet odit. Sint temporibus dolores mollitia mollitia. A consequuntur harum illum incidunt. Quaerat fuga eum assumenda nihil aliquam. Suscipit sapiente beatae ut veniam maxime. Placeat excepturi aut dicta.
179,Suresh vs Kale,"A. K. Sikri, Indu Malhotra, Kurian Joseph","04 June, 2016",,Section 307 in The Indian Penal Code,1,S. P. Gupta v. President of India|Olga Tellis v. Bombay Municipal Corporation,Aliquid fuga eaque molestias. Repudiandae quia nesciunt. Amet ab perferendis alias necessitatibus nemo corporis. Ad incidunt ex possimus repellendus. Odio aperiam veritatis aliquam optio. Omnis expedita architecto molestias delectus qui. Optio eos molestias et eaque magni in. Cum nobis unde error libero. Minima at voluptas provident laboriosam harum.
180,Sengupta vs Sharma,Arun Mishra,"14 April, 2016",,Bail under CrPC|Section 498A in The Indian Penal Code|Section 149 in The Indian Penal Code,-1,Navtej Singh Johar v. Union of India|Olga Tellis v. Bombay Municipal Corporation|Keshavananda Bharati v. State of Kerala|Indira Nehru Gandhi v. Raj Narain,Fugiat deserunt incidunt repellat. Minus sit iure explicabo saepe. Odit velit blanditiis. Aliquam hic aliquid qui ducimus quisquam itaque. Eius eaque et ea ratione id. Maxime commodi culpa a in debitis.
181,Chana vs Gera,"Madan B. Lokur, Arun Mishra","20 August, 2021",,Section 302 in The Indian Penal Code|Section 149 in The Indian Penal Code|Section 498A in The Indian Penal Code,1,S. P. Gupta v. President of India|MC Mehta v. Union of India|Maneka Gandhi v. Union of India|Keshavananda Bharati v. State of Kerala,Praesentium expedita voluptatibus quo neque. Praesentium voluptatem rerum. Laborum nesciunt ipsam suscipit. Voluptatum fuga tempora et occaecati officiis occaecati. Pariatur aliquid officia voluptate in nostrum. Alias ducimus quis quibusdam officiis. Iste saepe perspiciatis nobis vero iusto esse. Voluptatem ab molestias possimus accusamus voluptatem quia.
182,Tiwari vs Bhakta,"D. Y. Chandrachud, Dipak Misra, Madan B. Lokur","14 June, 2017",,Section 498A in The Indian Penal Code,1,A. R. Antulay v. R. S. Nayak|Navtej Singh Johar v. Union of India|Olga Tellis v. Bombay Municipal Corporation|Vishaka v. State of Rajasthan,Eaque eum deleniti dolores. Officiis accusantium eveniet. Perferendis ducimus perferendis quae atque saepe. Ut non ullam quibusdam quia adipisci. Nobis numquam ea porro tempore. Soluta qui impedit. Suscipit quae culpa perspiciatis animi sint. Sit at architecto nihil maiores libero. Natus fuga error debitis. Eligendi eaque et non in quam in. Ea quam sequi placeat cum fuga minus.
183,Mann vs Anand,"Indu Malhotra, R. F. Nariman, N. V. Ramana","17 March, 2020",,Section 307 in The Indian Penal Code|Section 149 in The Indian Penal Code|Corporate fraud,-1,Vishaka v. State of Rajasthan|S. P. Gupta v. President of India|Olga Tellis v. Bombay Municipal Corporation|Navtej Singh Johar v. Union of India,Amet sit inventore nostrum exercitationem sed dolore cum. Quaerat in explicabo. Voluptatibus dignissimos necessitatibus voluptate. Ratione atque possimus temporibus at eaque dolorem iusto. Molestias ut nihil. Ex alias corrupti autem animi ad. Maxime placeat itaque deleniti hic quo quo. Modi nostrum ullam earum repellat iure suscipit. Porro vitae doloremque accusamus dolorum repellendus a. Officiis et quo sed occaecati.
184,Lanka vs Ganesan,"R. F. Nariman, Kurian Joseph","16 March, 2017",,Section 149 in The Indian Penal Code,-1,Aruna Shanbaug v. Union of India|MC Mehta v. Union of India,Cumque ullam soluta quos quis repellendus possimus. Quos delectus iusto dicta. Maxime quaerat modi voluptas dignissimos vero omnis veniam. Possimus inventore fugit ea numquam eligendi esse. Eaque animi soluta magni distinctio eveniet dignissimos. Eligendi voluptates ducimus harum illo similique ipsum. Numquam harum dolor fuga amet officia voluptatem. Iure id quia est molestias quasi. Iste autem similique ipsam optio laborum minima.
185,Chanda vs Virk,"A. K. Sikri, Arun Mishra","08 September, 2020",,Bail under CrPC|Section 302 in The Indian Penal Code|Defamation,-1,Vishaka v. State of Rajasthan|Keshavananda Bharati v. State of Kerala|A. R. Antulay v. R. S. Nayak,Commodi iure ex. Quisquam maiores possimus velit. Accusamus veritatis modi nostrum saepe rerum minus. Quaerat explicabo cumque ducimus quo unde dolorum. Velit illo quidem quibusdam iusto pariatur voluptatum. Explicabo iste in voluptates consequuntur rerum labore officia. Suscipit alias nostrum alias magni inventore sed. Natus dolorum doloremque omnis deserunt.
186,Johal vs Dara,"U. U. Lalit, N. V. Ramana, R. F. Nariman","23 February, 2015",,Consumer Protection Act|Contract breach|Bail under CrPC,1,Navtej Singh Johar v. Union of India|Indira Nehru Gandhi v. Raj Narain,Repellendus sunt impedit qui maxime autem. Repellat totam debitis dolore. Exercitationem rem veritatis placeat quod repellat quo. Similique earum officiis quidem quod. Dignissimos ipsa eius reiciendis asperiores dolorem. Eum cum aliquam officiis. Unde voluptate nostrum corrupti beatae dignissimos. Sunt fugit repellendus. Beatae sequi placeat dignissimos.
187,Acharya vs Solanki,Indu Malhotra,"06 May, 2015",,Defamation|Consumer Protection Act,1,Indira Nehru Gandhi v. Raj Narain|MC Mehta v. Union of India|Maneka Gandhi v. Union of India|Keshavananda Bharati v. State of Kerala,Sequi saepe qui dicta dolores deleniti quia. Saepe possimus magni quos. In deleniti aliquam dolorum dolore dolor enim. Eius laboriosam omnis id. Id quod ullam nemo dolor doloribus. Veritatis perspiciatis nemo deserunt nisi ullam ab adipisci. Libero quasi cum sequi saepe debitis esse.
188,Ahuja vs Bhandari,"Arun Mishra, D. Y. Chandrachud","12 August, 2016",,Property dispute|Section 307 in The Indian Penal Code,-1,Navtej Singh Johar v. Union of India|MC Mehta v. Union of India|Keshavananda Bharati v. State of Kerala|Vishaka v. State of Rajasthan,Pariatur suscipit voluptates laborum aut. Impedit cumque accusantium. Nemo nisi architecto necessitatibus. Minima beatae alias labore. Accusantium ab odit enim doloribus nisi dolorem. Cupiditate consectetur pariatur nisi voluptatem. Nostrum iste vel unde mollitia. Doloremque aut similique dolore illum.
189,Tandon vs Ahluwalia,Arun Mishra,"04 August, 2017",,Defamation,1,A. R. Antulay v. R. S. Nayak|Vishaka v. State of Rajasthan,Reiciendis quaerat consequatur ipsam esse doloribus. Ducimus consequuntur dolore debitis. Illo delectus cum illum magnam. Voluptatem ad dolore enim quo rerum aspernatur repellat. Repellendus itaque nemo dolorem atque nemo quisquam ducimus. Enim placeat eum libero dolore quidem ipsam quibusdam. Eius vitae placeat ab accusantium quae. Fuga illum accusantium temporibus culpa nisi nihil. Velit voluptatem omnis voluptate.
190,Chakraborty vs Dalal,"U. U. Lalit, N. V. Ramana","11 October, 2019",,Section 149 in The Indian Penal Code|Property dispute|Corporate fraud,1,Aruna Shanbaug v. Union of India|Vishaka v. State of Rajasthan,Doloremque ipsam tempore neque aut architecto laborum. Modi hic aperiam. Velit reprehenderit modi hic. Voluptatem sunt harum recusandae accusantium magnam temporibus. Eveniet vel quaerat quaerat repellendus. At ab sequi necessitatibus suscipit blanditiis.
191,Hans vs Rout,A. K. Sikri,"14 January, 2022",,Property dispute|Contract breach,-1,Olga Tellis v. Bombay Municipal Corporation,Provident minima ipsam similique. Deserunt nihil odit. Consequatur voluptate ipsam quibusdam iste laboriosam. Maxime quisquam autem quos exercitationem. Harum repellat dolorem totam totam non ipsa ea. Doloremque in delectus omnis corrupti commodi corrupti. Placeat perferendis quos eius impedit illum. Quis expedita quia. Quas eaque itaque numquam cupiditate voluptatibus. Hic et voluptates ullam saepe sed placeat. Alias perferendis eaque. Quibusdam laboriosam non.
192,Varughese vs Char,R. F. Nariman,"22 February, 2015",,Defamation|Section 149 in The Indian Penal Code|Property dispute,1,Navtej Singh Johar v. Union of India|Aruna Shanbaug v. Union of India|A. R. Antulay v. R. S. Nayak|Vishaka v. State of Rajasthan,Quibusdam maiores harum temporibus nihil quas optio. Ea dolore ipsum ducimus impedit. Officiis eligendi veniam eos. Adipisci in ea voluptas excepturi quo veniam. Incidunt atque nobis libero velit illum. Ut consectetur libero temporibus dignissimos laudantium adipisci suscipit. Aliquam ratione nostrum. Ut inventore magnam. Consequuntur harum repellendus deleniti expedita ea. Ullam ex recusandae aspernatur voluptas. Inventore quibusdam voluptate dolorem quae vitae. Reiciendis provident a soluta cum consectetur ad.
193,Ram vs Raman,"U. U. Lalit, Kurian Joseph, Madan B. Lokur","28 April, 2018",,Section 149 in The Indian Penal Code|Consumer Protection Act,-1,Keshavananda Bharati v. State of Kerala,Qui amet eum ut quas. Explicabo eum aspernatur. Distinctio repellat officia illo. Amet sint maxime consequatur voluptates perspiciatis deleniti ut. Quo perspiciatis deleniti voluptatem. Laboriosam dolores officiis occaecati impedit nihil iste. Voluptates soluta neque ullam non possimus. Eius ab minima laborum quos inventore laboriosam. A quae nobis velit ducimus. Commodi culpa occaecati perferendis id. Voluptatum cumque hic totam quisquam autem. Saepe illo eveniet similique iusto sint.
194,Sagar vs Solanki,"R. F. Nariman, Kurian Joseph, Madan B. Lokur","26 June, 2018",,Section 149 in The Indian Penal Code,-1,A. R. Antulay v. R. S. Nayak|Indira Nehru Gandhi v. Raj Narain|S. P. Gupta v. President of India,Error blanditiis magni dolor voluptatibus quia pariatur illum. Deserunt ullam magnam commodi aliquam perspiciatis. Officiis eaque culpa perferendis earum distinctio. Explicabo molestiae enim voluptates corrupti quas. Dicta nisi similique sint. Facere possimus debitis at. Veniam pariatur reiciendis eos quam impedit optio. Earum dolore unde dicta.
